0.02	1E-05	0.2	30	5E-09	0.26 
0.04	1E-05	0.2	30	5E-09	0.35 
0.06	1E-05	0.2	30	5E-09	0.49 
0.08	1E-05	0.2	30	5E-09	0.70 
0.1	1E-05	0.2	30	5E-09	1.04 
0.12	1E-05	0.2	30	5E-09	1.69 
